,종목코드,회사명,결산월,결산년도,유동비율,당좌비율,부채비율,자기자본비율,차입금의존도,현금비율,순운전자본비율,자기자본이익률,총자산이익률,매출총이익률,영업이익률,매출액성장률,자산성장률,자기자본성장률,매출총이익성장률,총자산회전율,매출채권회전율,재고자산회전율,순운전자본회전율,총부채상환능력비율,label
8990,[058610],에스피지,12,2020,113.02,68.57,53.32,46.68,114.22,9.15,5.98,0.28,0.13,10.6,1.08,2.89,2.7,1.12,-2.37,24.88,inf,118.37,853.85,7.17,0
8991,[043340],에쎈테크,12,2020,152.48,73.94,55.67,44.33,125.56,9.43,15.39,-0.34,-0.18,inf,inf,,43.48,-1.67,19.07,0.0,0.0,0.0,0.0,4.83,0
8992,[023960],에쓰씨엔지니어링,12,2020,45.32,44.79,71.32,28.68,248.66,5.37,-35.93,-0.32,-0.13,11.48,-2.76,23.38,-81.65,-87.33,-38.01,8.19,inf,343.54,-371.36,37.85,0
8993,[298690],에어부산,12,2020,29.08,25.4,89.34,10.66,838.17,15.73,-19.78,-29.42,-3.18,-inf,-inf,,4.94,2.0,-1512.65,0.0,,0.0,-0.0,-12.57,0
8994,[054630],에이디칩스,12,2020,373.37,240.82,39.5,60.5,65.28,94.63,32.05,-7.13,-4.65,inf,-inf,,6.61,-8.19,24.91,0.0,0.0,0.0,0.0,-26.25,0
8995,[200710],에이디테크놀로지,12,2020,207.28,158.6,31.9,68.1,46.84,62.77,32.58,0.45,0.28,inf,inf,,93.09,158.33,11.71,0.0,0.0,0.0,0.0,22.01,0
8996,[096690],에이루트,12,2020,389.22,366.19,16.45,83.55,19.69,62.3,47.26,-5.26,-3.42,inf,-inf,,-30.63,10.88,-19.3,0.0,0.0,0.0,0.0,-0.81,0
8997,[140910],에이리츠,12,2020,866.01,866.01,14.96,85.04,17.59,517.23,56.47,4.87,2.47,inf,inf,,-53.21,14.96,-26.05,0.0,,0.0,0.0,764.8,0
8998,[078520],에이블씨엔씨,12,2020,232.68,160.55,29.31,70.69,41.46,68.24,23.31,-10.69,-7.62,51.13,-14.95,-29.51,-34.77,-35.71,-38.34,18.04,inf,142.71,246.3,2.94,0
8999,[298380],에이비엘바이오,12,2020,902.55,902.55,9.24,90.76,10.18,510.24,64.02,-12.49,-11.45,,-inf,,-30.1,-31.32,,0.0,,,0.0,-512.41,0
9000,[195990],에이비프로바이오,12,2020,597.02,558.3,9.63,90.37,10.65,287.4,25.24,-9.43,-7.21,14.89,6.24,183.79,-12.39,23.15,-130.39,3.42,114.0,103.72,61.62,99.03,0
9001,[003800],에이스침대,12,2020,195.49,137.43,11.92,88.08,13.54,47.37,8.15,2.59,2.3,,,,11.06,8.51,,0.0,0.0,0.0,0.0,85.15,0
9002,[088800],에이스테크,12,2020,141.91,136.49,68.58,31.42,218.24,10.13,14.13,-24.79,-8.41,inf,-inf,,-14.94,-25.78,-54.23,0.0,0.0,0.0,0.0,-16.09,0
9003,[241840],에이스토리,12,2020,192.53,152.85,44.33,55.67,79.64,42.05,40.12,-5.32,-3.87,inf,-inf,,37.07,-20.45,31.67,0.0,0.0,0.0,0.0,26.17,0
9004,[138360],에이씨티,12,2020,1159.58,1089.72,6.45,93.55,6.89,32.42,66.55,-4.86,-4.36,inf,-inf,,-6.86,1.53,3479.56,0.0,,0.0,0.0,-53.37,1
9005,[312610],에이에프더블류,12,2020,2542.51,2499.31,2.59,97.41,2.66,259.26,63.34,0.56,0.53,inf,inf,,-3.47,1.34,-72.47,0.0,0.0,0.0,0.0,307.42,0
9006,[015260],에이엔피,12,2020,118.21,84.87,60.84,39.16,155.39,22.76,6.48,-12.64,-5.23,-inf,-inf,,-21.47,-28.6,1799.59,0.0,0.0,0.0,0.0,3.06,0
9007,[072990],에이치시티,12,2020,115.01,114.86,29.6,70.4,42.05,37.33,3.93,4.93,3.41,46.5,22.08,12.84,14.02,18.7,27.45,15.54,inf,10681.49,868.51,65.81,0
9008,[028300],에이치엘비,12,2020,383.6,374.57,5.84,94.16,6.21,340.45,16.21,-2.6,-2.34,19.61,-20.33,63.66,60.19,82.32,211.25,1.9,inf,300.29,33.94,-8.91,1
9009,[067630],에이치엘비생명과학,12,2020,800.52,800.52,7.81,92.19,8.47,229.98,29.45,-3.35,-3.1,inf,-inf,,-12.05,-12.58,-84.18,0.0,0.0,,0.0,-2.25,1
9010,[047920],에이치엘비제약,12,2020,153.23,141.85,59.95,40.05,149.7,22.72,29.61,-59.85,-23.79,55.09,2.58,12.39,143.03,149.25,23.87,12.9,inf,159.64,112.83,-0.6,1
9011,[239610],에이치엘사이언스,12,2020,777.0,721.91,10.48,89.52,11.71,74.37,64.12,5.55,4.87,inf,inf,,13.38,18.01,13.28,0.0,0.0,0.0,0.0,133.42,0
9012,[044780],에이치케이,12,2020,157.08,106.78,38.8,61.2,63.39,36.41,21.74,0.59,0.36,inf,inf,,1.97,2.15,-3.11,0.0,0.0,0.0,0.0,34.15,0
9013,[071670],에이테크솔루션,12,2020,115.32,41.18,55.55,44.45,124.98,0.7,7.51,0.69,0.29,inf,inf,,-6.19,1.81,-0.39,0.0,0.0,0.0,0.0,14.79,0
9014,[045660],에이텍,12,2020,304.99,275.72,14.09,85.91,16.4,60.21,19.4,2.75,2.32,inf,inf,,6.19,10.23,0.83,0.0,0.0,0.0,0.0,83.22,0
9015,[021080],에이티넘인베스트,12,2020,547.73,547.73,8.44,91.56,9.22,405.51,28.89,4.26,3.96,,inf,,19.36,15.34,,0.0,,,0.0,172.09,0
9016,[089530],에이티세미콘,12,2020,16.19,9.3,76.19,23.81,320.03,2.11,-51.07,-19.46,-4.74,6.64,-5.61,0.83,12.42,7.33,-51.13,20.15,inf,476.39,-106.68,14.07,0
9017,[200470],에이팩트,12,2020,54.25,54.25,48.44,51.56,93.94,45.08,-13.68,2.6,1.29,inf,inf,,2.37,10.76,-27.28,0.0,0.0,,-0.0,32.62,0
9018,[073070],에이팸,12,2020,45.44,28.68,29.03,70.97,40.91,5.61,-15.41,-4.27,-2.38,-30.01,-54.96,-67.98,-17.99,34.9,-212.08,3.58,49.18,71.1,-58.02,-19.89,1
9019,[262260],에이프로,12,2020,364.31,351.7,20.66,79.34,26.03,79.61,52.16,0.86,0.55,23.04,3.13,-27.78,49.26,178.04,-41.29,19.65,inf,515.47,108.03,-20.92,0
9020,[109960],에이프로젠 H&G,12,2020,3027.17,2993.78,2.14,97.86,2.18,946.6,40.91,1.14,1.11,inf,-inf,,8.05,9.61,-56.06,0.0,0.0,0.0,0.0,84.21,0
9021,[007460],에이프로젠 KIC,12,2020,77.0,73.71,44.5,55.5,80.18,14.9,-8.19,-3.88,-2.25,15.24,8.85,44.08,27.95,16.22,38.43,3.48,22.49,247.29,-115.02,5.36,1
9022,[244920],에이플러스에셋,12,2020,133.51,133.51,40.2,59.8,67.24,15.14,12.06,0.0,0.0,,inf,,3.01,79.9,,0.0,,,0.0,50.73,0
9023,[null],에이피알,12,2020,171.72,120.28,37.0,63.0,58.74,48.86,19.37,6.52,2.93,75.78,1.58,43.7,52.91,455.37,45.45,60.07,inf,371.68,1628.21,3.47,0
9024,[089970],에이피티씨,12,2020,332.8,183.59,23.73,76.27,31.11,137.08,53.39,0.0,0.0,43.77,33.44,56.81,84.76,55.22,55.54,24.97,inf,80.13,116.15,49.54,0
9025,[230240],에치에프알,12,2020,162.98,133.26,42.95,57.05,75.28,93.53,16.8,-5.76,-3.42,-inf,-inf,,11.09,2.39,-127.96,0.0,0.0,0.0,0.0,30.67,0
9026,[064510],에코마이스터,12,2020,15.92,13.27,89.16,10.84,822.37,1.71,-70.24,-85.53,-11.06,-9.56,-92.37,-32.31,-28.87,-46.48,-136.14,4.38,inf,79.92,-20.17,-11.72,1
9027,[230360],에코마케팅,12,2020,371.04,371.04,21.76,78.24,27.82,40.01,56.08,8.65,6.82,inf,inf,,22.53,20.69,38.03,0.0,0.0,,0.0,88.2,0
9028,[038870],에코바이오,12,2020,326.89,326.89,11.17,88.83,12.57,29.28,22.86,1.53,1.36,inf,inf,,0.02,-0.5,-14.45,0.0,0.0,,0.0,-8.72,0
9029,[128540],에코캡,12,2020,163.59,127.31,45.6,54.4,83.81,16.79,22.25,-2.98,-1.68,13.74,-4.13,-1.34,-5.48,-11.21,-11.71,14.84,inf,117.25,166.99,-13.23,0
9030,[086520],에코프로,12,2020,84.17,70.95,25.94,74.06,35.02,33.35,-3.43,11.36,8.67,38.58,14.77,9.01,74.08,60.9,30.49,4.87,inf,148.55,-554.38,15.09,0
9031,[247540],에코프로비엠,12,2020,145.69,61.11,42.48,0.0,inf,13.38,10.98,inf,1.65,12.4,6.55,38.81,18.6,,45.08,30.08,inf,135.46,617.37,38.77,0
9032,[038110],에코플라스틱,12,2020,55.3,47.4,66.13,33.87,195.24,0.17,-24.29,1.21,0.4,inf,inf,,-0.88,4.42,7.17,0.0,0.0,0.0,-0.0,28.53,0
9033,[073540],에프알텍,12,2020,79.07,65.69,52.89,47.11,112.26,25.73,-6.3,-4.89,-2.47,22.85,0.16,-7.24,-6.63,-17.96,-12.25,10.19,96.31,302.45,-546.06,6.14,0
9034,[064850],에프앤가이드,12,2020,316.81,316.81,20.07,79.93,25.11,229.47,25.0,2.8,2.02,0.0,20.87,-0.16,13.9,44.44,,9.08,inf,inf,122.87,44.32,0
9035,[036810],에프에스티,12,2020,143.09,91.8,40.36,59.64,67.67,30.85,9.66,3.79,2.34,35.02,14.41,33.76,23.11,13.88,17.46,21.86,inf,179.9,558.22,31.86,0
9036,[173940],에프엔씨엔터,12,2020,202.68,201.03,54.07,45.93,117.7,26.6,33.35,-4.18,-2.23,3.18,-12.87,-2.63,13.21,-15.54,-61.29,12.37,inf,2755.4,108.11,41.7,0
9037,[083500],에프엔에스테크,12,2020,144.5,75.79,45.71,54.29,84.19,63.94,16.37,3.93,2.21,21.77,11.97,169.35,34.34,24.11,194.99,25.1,inf,136.43,354.45,44.4,0
9038,[054940],엑사이엔씨,12,2020,98.12,88.81,64.99,35.01,185.62,2.5,-1.07,-2.11,-0.71,2.76,-2.41,1.82,2.29,9.39,-55.28,42.09,inf,657.67,-4585.76,-11.81,0
9039,[950130],엑세스바이오,12,2020,208.9,165.13,34.15,65.85,51.85,97.1,29.44,13.79,9.23,inf,inf,,128.31,116.66,920.58,0.0,0.0,0.0,0.0,63.86,0
9040,[205100],엑셈,12,2020,661.53,661.53,8.86,91.14,9.72,467.23,47.08,2.81,2.54,inf,inf,,10.45,11.92,21.41,0.0,0.0,0.0,0.0,146.92,0
9041,[070300],엑스큐어,12,2020,893.74,833.02,9.14,90.86,10.06,596.57,63.23,-0.92,-0.84,inf,-inf,,-2.74,-4.16,-26.44,0.0,,0.0,0.0,24.98,0
9042,[092870],엑시콘,12,2020,267.3,226.94,16.7,83.3,20.05,93.48,27.17,3.06,2.39,inf,inf,,11.7,29.05,83.39,0.0,,0.0,0.0,92.12,0
9043,[067570],엔브이에이치코리아,12,2020,47.8,46.3,60.11,39.89,150.71,1.04,-19.86,0.17,0.07,4.9,0.71,3.76,4.62,10.24,-11.88,23.65,inf,5878.15,-286.94,9.38,0
9044,[236810],엔비티,12,2020,153.43,152.73,36.33,63.67,57.07,70.61,18.71,10.18,1.84,,-inf,,10.57,-317.57,,0.0,,0.0,-0.0,-5.73,0
9045,[null],엔시스,12,2020,172.5,158.48,46.54,53.46,87.06,10.38,32.79,9.14,3.64,inf,inf,,30.73,219.06,83.7,0.0,0.0,0.0,0.0,24.59,0
9046,[101400],엔시트론,12,2020,203.4,188.4,39.23,60.77,64.56,121.66,16.19,-10.03,-5.67,inf,-inf,,-12.8,0.27,155.12,0.0,0.0,0.0,0.0,-14.33,0
9047,[036570],엔씨소프트,12,2020,571.67,571.57,19.83,80.17,24.73,16.22,47.81,5.52,4.38,,inf,,24.73,27.27,,0.0,0.0,0.0,0.0,94.65,0
9048,[181710],엔에이치엔,12,2020,135.34,132.87,6.22,93.78,6.63,28.45,1.48,0.46,0.44,,inf,,2.91,1.52,,0.0,,0.0,0.0,0.0,0
9049,[265740],엔에프씨,12,2020,204.31,169.27,34.39,65.61,52.41,140.32,21.83,0.0,0.0,31.18,14.13,2.6,44.65,148.67,-7.28,12.68,inf,139.12,194.38,18.06,0
9050,[354200],엔젠바이오,12,2020,628.16,609.27,16.08,83.92,19.17,582.93,72.09,-9.14,-6.55,37.41,-246.2,67.8,267.53,1056.88,24.95,1.97,inf,68.32,6.77,-68.33,0
9051,[208860],엔지스테크널러지,12,2020,36.85,36.85,88.18,11.82,746.12,5.52,-39.7,-7.09,-1.71,inf,-inf,,-51.51,-80.96,-29.41,0.0,,0.0,-0.0,17.01,0
9052,[183490],엔지켐생명과학,12,2020,1092.67,996.87,41.32,58.68,70.4,18.04,77.02,-5.73,-4.02,7.05,-73.59,-17.96,47.2,-0.98,-31.71,6.23,inf,75.83,21.01,-27.49,0
9053,[085310],엔케이,12,2020,146.69,140.92,35.75,64.25,55.64,59.11,14.7,-0.25,-0.17,11.7,-0.43,-5.92,7.02,-1.87,220.27,12.67,inf,508.47,356.55,-14.77,0
9054,[182400],엔케이맥스,12,2020,132.53,123.82,33.72,66.28,50.88,43.24,5.45,-6.1,-4.03,73.65,-212.76,39.29,17.87,18.82,38.31,1.23,inf,82.66,2918.97,-19.29,0
9055,[009810],엔케이물산,12,2020,756.64,753.58,9.28,90.72,10.24,531.15,52.66,0.59,0.56,inf,-inf,,49.72,38.15,446.55,0.0,,0.0,0.0,73.22,1
9056,[068420],엔터미디어,12,2020,108.74,85.76,51.45,48.55,105.96,5.51,1.67,-6.55,-3.54,inf,-inf,,27.23,1.03,-42.59,0.0,0.0,0.0,0.0,5.41,0
9057,[069410],엔텔스,12,2020,400.93,400.93,19.56,80.44,24.32,65.02,55.46,4.2,3.01,31.13,7.63,-6.18,-7.53,17.1,4.46,22.3,inf,inf,132.41,-47.6,0
9058,[198080],엔피디,12,2020,206.09,205.95,26.81,73.19,36.63,145.94,23.65,-1.9,-1.25,inf,inf,,27.4,67.47,-34.78,0.0,0.0,0.0,0.0,16.82,0
9059,[004250],엔피씨,12,2020,147.64,128.64,23.78,76.22,31.2,43.56,10.42,1.08,0.82,14.18,4.42,-6.58,2.81,2.95,-9.25,22.37,inf,424.44,552.14,64.68,0
9060,[048830],엔피케이,12,2020,122.16,100.03,43.17,56.83,75.97,38.55,4.22,1.09,0.61,inf,inf,,-1.29,1.93,-12.79,0.0,,0.0,0.0,16.55,0
9061,[096870],엘디티,12,2020,347.93,256.05,19.27,80.73,23.86,127.25,42.11,3.19,2.62,33.52,12.85,73.77,17.63,13.65,113.44,23.48,145.48,146.66,154.33,62.49,0
9062,[138690],엘아이에스,12,2020,43.86,16.74,76.62,23.38,327.77,0.28,-41.52,2.43,0.52,17.8,3.45,44.33,-7.67,12.07,15.03,24.7,inf,100.65,-205.44,-0.33,0
9063,[290650],엘앤씨바이오,12,2020,2062.14,1687.29,23.22,76.78,30.23,998.94,57.55,0.0,0.0,59.16,16.66,10.47,14.8,-4.5,2.44,10.13,inf,97.38,44.01,20.68,0
9064,[066970],엘앤에프,12,2020,141.96,74.09,55.43,44.57,124.37,13.06,13.3,-2.27,-0.9,inf,inf,,13.36,49.4,71.5,0.0,,0.0,0.0,16.28,0
9065,[156100],엘앤케이바이오,12,2020,223.57,150.58,26.91,73.17,36.78,26.49,25.46,1.57,1.0,57.72,16.71,-6.12,1.32,36.33,60.09,6.52,28.92,40.43,85.11,9.14,0
9066,[010120],엘에스일렉트릭,12,2020,257.63,242.32,42.15,57.85,72.88,114.17,34.7,0.0,0.0,inf,inf,,0.98,5.65,-8.86,0.0,,0.0,0.0,28.27,0
9067,[073110],엘엠에스,12,2020,127.32,107.15,56.25,43.75,128.59,45.19,12.64,-4.8,-2.25,inf,-inf,,-11.71,-22.36,-67.57,0.0,,0.0,0.0,14.93,0
9068,[083310],엘오티베큠,12,2020,195.6,150.08,27.85,72.15,38.6,102.52,24.82,0.57,0.39,29.45,1.91,11.91,10.86,27.9,17.84,19.73,inf,186.43,207.61,40.34,0
9069,[297890],엘이티,12,2020,254.33,247.51,31.17,68.83,45.28,173.71,47.57,-1.51,-0.96,11.54,-8.32,-55.01,23.08,49.83,-85.56,8.82,inf,436.84,44.79,14.61,1
9070,[037950],엘컴텍,12,2020,173.64,124.03,11.73,88.27,13.28,67.44,7.49,-6.04,-5.47,,,,-21.81,-25.18,,0.0,,0.0,0.0,19.25,0
9071,[170920],엘티씨,12,2020,132.59,122.01,34.14,65.86,51.85,38.22,9.21,-0.89,-0.59,25.28,8.35,4.91,-2.77,-3.43,6.18,11.1,inf,331.94,358.87,25.69,0
9072,[058630],엠게임,12,2020,422.88,422.88,18.46,81.54,22.64,190.89,36.61,3.71,3.04,inf,inf,,16.37,14.75,12.45,0.0,,,0.0,121.27,0
9073,[097520],엠씨넥스,12,2020,204.97,191.52,35.73,64.27,55.6,4.46,34.54,3.23,1.97,inf,inf,,-0.22,10.84,-34.7,0.0,0.0,0.0,0.0,20.47,0
9074,[179290],엠아이텍,12,2020,471.04,376.4,18.64,81.36,22.91,138.8,52.22,0.0,0.0,46.95,16.43,23.12,18.54,14.5,28.32,16.03,inf,112.49,80.87,31.57,0
9075,[009780],엠에스씨,12,2020,126.39,51.61,41.0,59.0,69.48,14.46,9.18,2.68,1.53,inf,inf,,5.0,11.53,-8.43,0.0,0.0,0.0,0.0,18.4,0
9076,[123040],엠에스오토텍,12,2020,22.39,19.32,65.03,34.97,185.99,2.22,-38.73,-9.56,-3.7,inf,-inf,,-19.06,-32.28,-31.18,0.0,0.0,0.0,-0.0,-4.08,0
9077,[032790],엠젠플러스,12,2020,190.17,185.93,32.23,67.77,47.56,107.17,21.57,-5.32,-3.58,inf,inf,,5.91,7.33,-20.06,0.0,0.0,0.0,0.0,18.55,1
9078,[033160],엠케이전자,12,2020,80.22,52.65,66.26,33.74,196.39,3.57,-12.04,2.01,0.69,4.6,2.29,36.13,13.83,9.52,72.62,39.53,inf,237.23,-690.81,-4.88,0
9079,[347890],엠투아이,12,2020,788.98,683.4,10.23,89.77,11.4,112.78,48.16,5.15,4.55,,,,54.17,60.12,,0.0,,0.0,0.0,142.36,0
9080,[033310],엠투엔,12,2020,32.45,28.42,44.95,55.05,81.65,11.81,-24.57,-2.58,-1.5,3.69,-4.87,-21.49,24.01,10.52,-54.09,5.27,inf,294.41,-61.1,2.28,0
9081,[259630],엠플러스,12,2020,166.95,94.07,58.33,41.67,139.97,5.37,28.8,2.9,1.03,14.45,6.31,51.94,-0.83,41.08,52.71,28.02,inf,70.4,321.11,8.07,0
9082,[115960],연우,12,2020,260.09,212.39,21.37,78.63,27.18,107.12,21.55,0.0,0.0,inf,inf,,-2.76,3.97,-24.25,0.0,,0.0,0.0,58.41,0
9083,[090740],연이비앤티,12,2020,69.4,69.4,70.25,29.75,236.16,0.54,-20.16,-30.88,-15.38,inf,-inf,,-49.75,-75.04,-22.75,0.0,0.0,0.0,-0.0,6.1,0
9084,[060850],영림원소프트랩,12,2020,320.06,320.06,36.46,63.54,57.38,178.69,48.1,5.42,2.81,43.98,9.61,15.6,73.88,252.2,14.27,27.11,inf,inf,146.75,14.8,0
9085,[014440],영보화학,12,2020,301.25,249.16,8.83,91.17,9.69,120.21,17.78,1.69,1.52,inf,inf,,2.73,6.02,-26.69,0.0,0.0,0.0,0.0,92.63,0
9086,[143540],영우디에스피,12,2020,140.99,98.12,52.76,47.24,111.68,11.46,19.02,4.81,1.62,16.5,6.72,4.23,2.52,143.25,-21.19,24.86,inf,182.86,1335.73,19.32,0
9087,[111770],영원무역,12,2020,136.06,131.32,29.85,70.15,42.55,83.36,7.55,1.17,0.82,,,,-2.28,-2.16,,0.0,,0.0,0.0,27.59,0
9088,[009970],영원무역홀딩스,12,2020,501.98,501.98,7.47,92.53,8.08,461.35,11.84,0.69,0.64,,,,-5.48,-4.36,,0.0,,,0.0,47.79,0
9089,[003520],영진약품,12,2020,327.39,156.73,39.16,60.84,64.38,1.42,36.44,-0.03,-0.02,inf,inf,,-6.16,-1.14,-7.91,0.0,0.0,0.0,0.0,19.68,0
9090,[000670],영풍,12,2020,314.6,199.91,21.13,78.87,26.78,32.61,21.21,0.63,0.5,5.83,1.91,-8.5,2.49,1.39,-29.45,13.34,inf,117.57,165.03,40.07,0
9091,[036560],영풍정밀,12,2020,698.12,552.2,13.87,86.13,16.11,183.34,24.62,1.18,1.01,inf,inf,,-2.47,-1.05,2.28,0.0,0.0,0.0,0.0,17.57,0
9092,[012280],영화금속,12,2020,107.17,68.88,62.71,37.29,168.15,12.42,2.66,0.0,0.0,1.06,-3.38,-22.88,-2.13,4.2,-89.26,22.45,106.87,176.3,1654.22,5.62,0
9093,[265560],영화테크,12,2020,347.34,310.11,18.06,81.94,22.04,8.89,41.67,0.0,0.0,19.26,2.21,-17.88,12.48,11.89,25.68,13.76,139.57,195.06,85.4,16.47,0
9094,[012160],영흥,12,2020,103.82,67.97,53.29,46.71,114.11,1.87,1.49,-2.22,-1.1,1.43,-6.86,0.53,4.26,-8.14,-84.95,15.01,inf,105.76,707.34,-2.14,0
9095,[036000],예림당,12,2020,2143.34,1884.07,3.55,96.45,3.68,203.2,47.81,0.61,0.59,,,,1.39,2.46,,0.0,0.0,0.0,0.0,90.9,0
9096,[250930],예선테크,12,2020,166.59,156.54,50.3,49.7,101.22,4.1,15.59,-0.09,-0.06,33.97,3.07,-24.96,47.43,-1.31,-30.95,10.02,37.26,372.74,128.38,-10.86,0
9097,[053280],예스24,12,2020,83.63,58.53,53.35,46.65,114.38,18.9,-7.48,-0.46,-0.18,inf,inf,,53.47,152.99,4.37,0.0,0.0,0.0,-0.0,7.29,0
9098,[null],예스코,12,2020,71.32,70.66,78.0,22.0,354.61,1.98,-12.25,1.8,0.53,inf,inf,,-19.84,-49.92,-2.78,0.0,,0.0,-0.0,-2.36,0
9099,[015360],예스코홀딩스,12,2020,749.28,749.28,26.83,73.17,36.67,543.43,31.27,-3.66,-2.7,,inf,,-13.63,-14.87,,0.0,,,0.0,11.23,0
9100,[122640],예스티,12,2020,59.59,45.65,58.95,41.05,143.63,15.95,-16.3,0.68,0.25,16.27,1.17,18.94,-5.24,15.05,-278.47,10.02,inf,173.33,-308.49,13.19,0
9101,[045060],오공,12,2020,146.96,116.67,25.07,74.93,33.46,31.31,9.35,0.0,0.0,21.11,7.3,0.42,3.73,4.46,11.37,15.14,inf,233.25,427.27,33.76,0
9102,[080520],오디텍,12,2020,901.17,769.69,5.93,94.07,6.31,268.46,33.15,0.0,0.0,4.13,-0.44,-1.71,5.1,4.01,-28.75,7.65,inf,132.45,61.86,81.46,0
9103,[007310],오뚜기,12,2020,132.01,88.28,31.64,68.36,46.29,11.62,7.13,0.0,0.0,inf,inf,,12.04,12.07,9.96,0.0,,0.0,0.0,7.45,0
9104,[039830],오로라,12,2020,55.87,42.4,54.2,45.8,118.33,1.67,-18.49,1.8,0.86,,,,15.37,5.3,,0.0,0.0,0.0,-0.0,9.58,0
9105,[322310],오로스테크놀로지,12,2020,299.26,148.37,29.83,70.17,42.51,48.3,44.24,1.45,1.02,inf,inf,,7.12,6.89,-42.36,0.0,0.0,0.0,0.0,-74.96,0
9106,[046120],오르비텍,12,2020,120.81,87.72,52.82,47.18,111.95,20.55,10.03,-9.13,-4.67,-12.84,-23.9,-36.26,-20.94,-31.21,-173.27,10.51,inf,62.44,356.12,7.29,0
9107,[014940],오리엔탈정공,12,2020,198.2,151.18,28.4,71.6,39.67,57.58,15.7,16.1,10.25,inf,inf,,41.48,93.32,114.1,0.0,0.0,0.0,0.0,34.6,0
9108,[002630],오리엔트바이오,3,2020,228.81,188.0,26.4,73.6,35.86,23.83,17.17,-8.17,-6.15,inf,-inf,,-24.25,-27.26,276.49,0.0,,0.0,0.0,-27.79,0
9109,[065500],오리엔트정공,12,2020,44.97,33.89,49.05,50.95,96.27,6.07,-23.86,-13.36,-7.84,1.37,-10.33,-11.92,-16.09,-34.42,-80.85,15.93,inf,335.72,-207.86,-2.83,0
9110,[271560],오리온,12,2020,139.09,91.54,33.0,67.0,49.26,21.46,3.8,2.43,1.58,inf,inf,,1.36,8.22,4.26,0.0,0.0,0.0,0.0,32.99,0
9111,[001800],오리온홀딩스,12,2020,24.47,24.47,2.25,97.75,2.3,8.31,-0.82,0.18,0.17,,inf,,-0.17,-0.45,,0.0,0.0,,-0.0,12.31,0
9112,[010470],오리콤,12,2020,109.51,109.51,43.53,56.47,77.09,50.65,3.25,-0.3,-0.16,,,,-13.39,-3.3,,0.0,,,0.0,-11.64,0
9113,[053980],오상자이엘,12,2020,104.43,75.96,54.25,45.75,118.56,31.71,2.4,3.39,1.49,inf,-inf,,8.5,18.09,-36.56,0.0,0.0,0.0,-0.0,14.05,0
9114,[036220],오상헬스케어,12,2020,399.22,312.79,19.05,80.95,23.54,147.77,57.01,23.26,18.57,73.79,62.3,350.45,166.36,180.37,1103.15,38.32,inf,266.95,166.52,216.97,0
9115,[052420],오성첨단소재,12,2020,641.04,584.79,12.51,87.49,14.3,447.97,29.77,1.67,1.45,14.99,9.1,19.43,9.83,12.13,43.62,9.26,inf,361.52,68.45,47.97,0
9116,[241790],오션브릿지,12,2020,366.93,306.42,14.24,85.76,16.6,64.79,35.32,4.95,4.32,inf,inf,,21.61,17.21,23.92,0.0,,0.0,0.0,7.51,0
9117,[039200],오스코텍,12,2020,455.08,442.14,19.13,80.87,23.65,18.87,49.14,-5.05,-4.1,inf,-inf,,-9.09,-9.45,843.82,0.0,0.0,0.0,0.0,-139.73,0
9118,[226400],오스테오닉,12,2020,207.89,171.03,61.66,38.34,160.82,49.01,34.6,-5.05,-2.33,43.56,1.81,13.02,21.05,-16.15,9.27,5.45,29.42,42.86,39.02,7.05,0
9119,[031510],오스템,12,2020,83.28,70.64,43.9,56.1,78.24,37.19,-7.05,0.57,0.31,inf,inf,,-3.11,6.1,-34.02,0.0,0.0,0.0,-0.0,15.41,0
9120,[048260],오스템임플란트,12,2020,100.47,83.72,72.98,27.02,270.04,34.86,0.22,0.0,0.0,,,,18.52,96.2,,0.0,,0.0,-0.0,12.6,0
9121,[138080],오이솔루션,12,2020,284.64,234.45,24.39,75.61,32.25,77.14,42.95,2.16,1.63,inf,inf,,5.39,5.53,-53.68,0.0,,0.0,0.0,45.36,0
9122,[080580],오킨스전자,12,2020,100.58,59.66,45.94,54.06,84.97,16.73,0.18,0.81,0.41,21.57,2.62,17.81,7.18,20.13,6.44,18.73,160.5,139.16,-42790.88,26.64,0
9123,[067170],오텍,12,2020,98.1,88.88,33.78,66.22,51.02,70.72,-0.5,0.84,0.57,9.48,3.1,34.21,7.6,2.6,57.13,15.4,inf,491.36,-1515.71,18.49,0
9124,[173130],오파스넷,12,2020,199.69,161.13,55.63,44.37,125.38,50.4,39.04,7.47,2.58,15.24,5.46,7.51,-22.55,27.8,25.87,47.98,inf,291.2,413.1,3.85,0
9125,[049480],오픈베이스,12,2020,126.48,108.2,31.26,68.74,45.48,35.4,8.17,0.98,0.68,inf,inf,,4.32,3.45,1.2,0.0,,0.0,0.0,13.07,0
9126,[244460],올리패스,12,2020,283.72,283.72,33.22,66.78,49.74,269.92,48.44,-15.79,-9.4,inf,-inf,,38.96,87.71,126.81,0.0,,,0.0,-72.39,0
9127,[226950],올릭스,12,2020,1375.32,1370.48,40.89,59.11,69.17,223.99,76.51,-9.73,-6.92,,-inf,,73.47,11.73,,0.0,0.0,0.0,0.0,-7.39,0
9128,[057540],옴니시스템,12,2020,361.88,293.11,15.57,84.43,18.44,202.92,35.03,-1.56,-1.21,inf,inf,,-12.69,3.44,0.7,0.0,0.0,0.0,0.0,-14.34,0
